Time,Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),AoA (),Multiplier ()
0,0,0,-9.779,0,9.779,0,0,0,0,0,0,0.49934,-1.4067,9.7922,1.5708,0,0,0,1073.8,84.1,0.086493,2.48E-04,NaN,55.639,NaN,0.0058756,128446,0.01411,0,0.49231,0,0.32382,0.048485,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
1.50E-05,0,0,-9.7462,0,9.7462,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,0,0,1073.8,84.1,0.086486,2.48E-04,14.112,55.638,-5.4496,0.0058756,128446,0.049385,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.109,6.48E-05,0,0,0,0,0,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
3.75E-05,0,0,-9.6969,0,9.6969,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-2.68E-06,-2.68E-06,1073.8,84.1,0.086477,2.48E-04,14.112,55.637,-5.4494,0.0058756,128446,0.1023,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.11,3.40E-04,0,0,0,0,0,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
7.13E-05,0,0,-9.623,0,9.623,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-6.71E-06,-6.71E-06,1073.8,84.099,0.086463,2.48E-04,14.112,55.635,-5.4492,0.0058756,128446,0.18167,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.109,9.13E-05,0,0,0,0,0,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
1.22E-04,0,0,-9.5121,0,9.5121,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-1.27E-05,-1.27E-05,1073.8,84.099,0.086441,2.48E-04,14.112,55.633,-5.4489,0.0058756,128446,0.30072,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.108,-2.23E-04,0,0,0,0,-5.51E-09,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
1.98E-04,0,0,-9.3458,0,9.3458,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-2.18E-05,-2.18E-05,1073.8,84.099,0.08641,2.48E-04,14.112,55.629,-5.4484,0.0058756,128446,0.4793,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.107,-3.27E-04,0,0,0,0,-1.61E-08,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
3.12E-04,0,0,-9.0963,0,9.0964,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-3.54E-05,-3.54E-05,1073.8,84.098,0.086363,2.48E-04,14.112,55.624,-5.4477,0.0058756,128446,0.74717,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.106,-2.99E-05,0,0,0,0,-4.25E-08,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
4.83E-04,0,0,-8.7221,0,8.7222,0,0,0,0,0,0.023121,0.49934,-1.4067,9.7922,1.5708,0,-5.58E-05,-5.58E-05,1073.8,84.096,0.086294,2.48E-04,14.112,55.616,-5.4467,0.0058756,128446,1.149,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.103,4.00E-04,0,0,0,0,-1.06E-07,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
7.39E-04,0,0,-8.1608,0,8.1609,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-8.64E-05,-8.64E-05,1073.8,84.094,0.086195,2.48E-04,14.112,55.604,-5.4452,0.0058756,128446,1.7517,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.099,4.85E-04,0,0,0,0,-2.53E-07,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
0.0011233,0,0,-7.3189,0,7.3189,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-1.32E-04,-1.32E-04,1073.8,84.092,0.086053,2.48E-04,14.112,55.588,-5.443,0.0058756,128446,2.6557,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.095,4.45E-04,0,0,0,0,-5.95E-07,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
0.0017,0,0,-5.9377,0,5.9377,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-2.01E-04,-2.01E-04,1073.8,84.087,0.085856,2.48E-04,14.112,55.565,-5.44,0.0058756,128446,4.0118,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.088,-3.03E-04,0,0,0,0,-1.38E-06,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
0.0025649,0,0,-4.4221,0,4.4222,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-3.05E-04,-3.05E-04,1073.8,84.081,0.085599,2.48E-04,14.112,55.535,-5.436,0.0058756,128446,5.7661,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.08,-9.89E-05,0,0,0,0,-3.16E-06,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
0.0035649,0,0,-2.6699,0,2.67,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-4.26E-04,-4.26E-04,1073.7,84.073,0.085354,2.48E-04,14.112,55.506,-5.4322,0.0058756,128446,7.6475,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.071,4.19E-04,0,0,0,0,-6.14E-06,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
0.0045649,0,0,-0.91776,0,0.91805,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-5.46E-04,-5.46E-04,1073.7,84.066,0.085166,2.48E-04,14.112,55.483,-5.4293,0.0058756,128446,9.5288,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.064,-1.94E-04,0,0,0,0,-1.01E-05,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
0.0055649,0,0,0.83445,0,0.83477,0,0,0,0,0,0.023122,0.49934,-1.4067,9.7922,1.5708,0,-6.67E-04,-6.67E-04,1073.7,84.058,0.085033,2.48E-04,14.112,55.467,-5.4272,0.0058756,128446,11.41,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.059,-2.67E-04,0,0,0,0,-1.51E-05,7.62,45.604,1.5708,0,2,15,1,0,0,0,NaN,0
0.0065649,4.17E-07,8.34E-04,2.5867,8.35E-04,2.5868,-8.17E-09,-8.17E-09,1.16E-08,-2.3562,2.31E-05,0.023122,0.49934,-1.4067,9.7922,1.5704,0,-7.87E-04,-7.87E-04,1073.7,84.051,0.084955,2.48E-04,14.112,55.458,-5.4259,0.0058756,128444,13.291,0,0.49231,0,0.32382,0.048485,0.12,2.2221,-12.057,-3.55E-04,0,0,0,0,-2.10E-05,7.62,45.604,1.5708,0,2,15,1,0,0,0,1.588,0
0.0075649,2.55E-06,0.0034212,4.3389,0.0034215,4.339,-3.27E-08,-3.27E-08,4.62E-08,-2.3562,4.62E-05,0.023121,0.49934,-1.4067,9.7922,1.5691,0,-9.08E-04,-9.08E-04,1073.7,84.043,0.08493,2.48E-04,14.112,55.454,-5.4255,0.0058755,128443,15.173,0,0.49231,6.19E-09,0.32382,0.048485,0.12,2.2221,-12.056,8.49E-05,0,0,0,0,-2.80E-05,7.62,45.604,1.5708,0,2,15,1,0,0,0,0.7748,1.26E-08
0.0085649,8.14E-06,0.0077602,6.0912,0.0077605,6.0913,-7.36E-08,-7.36E-08,1.04E-07,-2.3562,6.94E-05,0.023121,0.49934,-1.4067,9.7922,1.5669,0,-0.0010292,-0.0010292,1073.7,84.036,0.084959,2.48E-04,14.112,55.458,-5.426,0.0058755,128442,17.054,0,0.49231,7.21E-08,0.32383,0.048485,0.12,2.2221,-12.056,-1.17E-04,0,0,0,0,-3.59E-05,7.62,45.604,1.5708,0,2,15,1,0,0,0,0.51239,1.47E-07
0.0095649,1.89E-05,0.013851,7.8435,0.013852,7.8436,-1.31E-07,-1.31E-07,1.85E-07,-2.3562,9.25E-05,0.02314,0.49934,-1.4067,9.7922,1.5639,0,-0.0011499,-0.0011499,1073.7,84.028,0.085042,2.48E-04,14.112,55.468,-5.4273,0.0058755,128443,18.935,0,0.49231,4.09E-07,0.32382,0.048485,0.12,2.222,-12.06,-3.53E-04,0,0,0,0,-4.49E-05,7.62,45.604,1.5708,-2.3562,2,15,1,3.85E-07,-3.85E-07,0,0.38276,8.32E-07
0.010565,3.67E-05,0.021695,9.5958,0.021695,9.5959,-2.04E-07,-2.04E-07,2.89E-07,-2.3562,1.16E-04,0.023166,0.49934,-1.4067,9.7922,1.56,0,-0.0012706,-0.0012706,1073.7,84.021,0.08518,2.48E-04,14.112,55.484,-5.4294,0.0058756,128446,20.817,1.75E-08,0.49231,1.57E-06,0.32382,0.048485,0.12,2.2219,-12.064,2.46E-04,0,0,0,0,-5.48E-05,7.62,45.604,1.5708,-2.3562,2,15,1,8.13E-07,-8.13E-07,0,0.30554,3.19E-06
0.011565,6.32E-05,0.031291,11.348,0.031291,11.348,-2.94E-07,-2.94E-07,4.16E-07,-2.3562,1.39E-04,0.0232,0.49934,-1.4067,9.7922,1.5552,0,-0.0013911,-0.0013911,1073.7,84.013,0.085373,2.48E-04,14.112,55.507,-5.4324,0.0058759,128453,22.698,5.24E-08,0.49231,4.69E-06,0.32382,0.048485,0.12,2.2218,-12.07,2.34E-04,0,0,0,0,-6.56E-05,7.62,45.604,1.5708,-2.3562,2,15,1,1.28E-06,-1.28E-06,0,0.25429,9.53E-06
0.012565,1.00E-04,0.042639,13.101,0.04264,13.101,-4.01E-07,-4.01E-07,5.67E-07,-2.3562,1.62E-04,0.023241,0.49934,-1.4067,9.7922,1.5495,0,-0.0015113,-0.0015113,1073.7,84.005,0.085622,2.48E-04,14.112,55.536,-5.4362,0.0058765,128465,24.579,1.32E-07,0.4923,1.18E-05,0.32381,0.048485,0.12,2.2216,-12.077,3.99E-04,0,0,0,0,-7.75E-05,7.62,45.604,1.5708,-2.3562,2,15,1,1.80E-06,-1.80E-06,0,0.21781,2.40E-05
0.013565,1.49E-04,0.05574,14.853,0.05574,14.853,-5.23E-07,-5.23E-07,7.40E-07,-2.3562,1.85E-04,0.023293,0.49934,-1.4067,9.7922,1.5429,0,-0.0016313,-0.0016313,1073.7,83.998,0.085929,2.48E-04,14.113,55.572,-5.4408,0.0058774,128484,26.461,2.94E-07,0.49229,2.63E-05,0.3238,0.048485,0.12,2.2213,-12.086,-1.20E-04,0,0,0,0,-9.02E-05,7.62,45.604,1.5708,-2.3562,2,15,1,2.35E-06,-2.35E-06,0,0.19053,5.35E-05
0.014565,2.13E-04,0.070593,16.321,0.070593,16.321,-6.63E-07,-6.63E-07,9.37E-07,-2.3562,2.09E-04,0.023352,0.49934,-1.4067,9.7922,1.5355,0,-0.0017509,-0.0017509,1073.7,83.99,0.086295,2.48E-04,14.114,55.614,-5.4462,0.0058787,128512,28.036,5.95E-07,0.49227,5.32E-05,0.32378,0.048485,0.12,2.2208,-12.095,-4.53E-04,0,0,0,0,-1.04E-04,7.62,45.604,1.5708,-2.3562,2,15,1,2.95E-06,-2.95E-06,0,0.16936,1.08E-04
0.015565,2.91E-04,0.086914,16.458,0.086914,16.458,-8.18E-07,-8.18E-07,1.16E-06,-2.3562,2.32E-04,0.023409,0.49934,-1.4067,9.7922,1.5274,0,-0.0018703,-0.0018703,1073.7,83.979,0.086415,2.48E-04,14.115,55.627,-5.4479,0.0058805,128552,28.183,1.11E-06,0.49225,9.88E-05,0.32376,0.048485,0.12,2.2202,-12.095,-4.21E-04,0,0,0,0,-1.18E-04,7.62,45.604,1.5708,-2.3562,2,15,1,3.59E-06,-3.59E-06,0,0.15297,2.01E-04
0.016565,3.86E-04,0.10337,16.426,0.10337,16.426,-9.91E-07,-9.91E-07,1.40E-06,-2.3562,2.55E-04,0.023469,0.49934,-1.4067,9.7922,1.5192,0,-0.0019897,-0.0019897,1073.6,83.964,0.086314,2.48E-04,14.116,55.616,-5.4461,0.0058827,128601,28.149,1.85E-06,0.49221,1.65E-04,0.32373,0.048485,0.12,2.2194,-12.087,4.38E-04,0,0,0,0,-1.34E-04,7.62,45.604,1.5708,-2.3562,2,15,1,4.27E-06,-4.27E-06,0,0.1416,3.36E-04
0.017565,4.98E-04,0.1198,16.394,0.1198,16.394,-1.18E-06,-1.18E-06,1.67E-06,-2.3562,2.79E-04,0.023533,0.49934,-1.4067,9.7922,1.511,0,-0.0021093,-0.0021093,1073.6,83.95,0.086217,2.48E-04,14.118,55.604,-5.4444,0.0058853,128658,28.114,2.87E-06,0.49218,2.56E-04,0.32369,0.048485,0.12,2.2184,-12.078,-3.20E-04,0,0,0,0,-1.50E-04,7.62,45.604,1.5708,-2.3562,2,15,1,5.00E-06,-5.00E-06,0,0.13343,5.19E-04
0.018565,6.26E-04,0.13619,16.362,0.13619,16.362,-1.39E-06,-1.39E-06,1.96E-06,-2.3562,3.02E-04,0.023603,0.49934,-1.4067,9.7922,1.5028,0,-0.002229,-0.002229,1073.6,83.936,0.086123,2.48E-04,14.12,55.593,-5.4427,0.0058884,128724,28.08,4.19E-06,0.49214,3.73E-04,0.32365,0.048485,0.12,2.2174,-12.069,2.83E-04,0,0,0,0,-1.68E-04,7.62,45.604,1.5708,-2.3562,2,15,1,5.76E-06,-5.76E-06,0,0.12729,7.58E-04
0.019565,7.70E-04,0.15255,16.331,0.15256,16.331,-1.61E-06,-1.61E-06,2.27E-06,-2.3562,3.26E-04,0.023677,0.49934,-1.4067,9.7922,1.4947,0,-0.0023489,-0.0023489,1073.6,83.921,0.086033,2.48E-04,14.122,55.582,-5.4411,0.0058917,128798,28.045,5.86E-06,0.49209,5.21E-04,0.3236,0.048485,0.12,2.2162,-12.058,4.52E-04,0,0,0,0,-1.86E-04,7.62,45.604,1.5708,-2.3562,2,15,1,6.57E-06,-6.57E-06,0,0.12252,0.0010594
0.020565,9.31E-04,0.16889,16.299,0.16889,16.299,-1.85E-06,-1.85E-06,2.61E-06,-2.3562,3.50E-04,0.023755,0.49934,-1.4067,9.7922,1.4866,0,-0.002469,-0.002469,1073.6,83.907,0.085947,2.48E-04,14.124,55.572,-5.4394,0.0058955,128881,28.011,7.91E-06,0.49204,7.03E-04,0.32355,0.048485,0.12,2.2149,-12.047,7.68E-05,0,0,0,0,-2.05E-04,7.62,45.604,1.5708,-2.3562,2,15,1,7.43E-06,-7.43E-06,0,0.11872,0.0014283
0.021565,0.0011081,0.18518,16.267,0.18518,16.267,-2.10E-06,-2.10E-06,2.97E-06,-2.3562,3.74E-04,0.023838,0.49934,-1.4067,9.7922,1.4785,0,-0.0025892,-0.0025892,1073.6,83.892,0.085863,2.48E-04,14.126,55.562,-5.4378,0.0058997,128971,27.976,1.04E-05,0.49198,9.20E-04,0.32349,0.048485,0.12,2.2135,-12.036,2.94E-04,0,0,0,0,-2.26E-04,7.62,45.604,1.5708,-2.3562,2,15,1,8.32E-06,-8.32E-06,0,0.11564,0.0018709
0.022565,0.0013015,0.20145,16.235,0.20145,16.235,-2.37E-06,-2.37E-06,3.36E-06,-2.3562,3.97E-04,0.023926,0.49934,-1.4067,9.7922,1.4704,0,-0.0027096,-0.0027096,1073.6,83.878,0.085784,2.48E-04,14.129,55.553,-5.4361,0.0059042,129070,27.942,1.33E-05,0.49192,0.0011771,0.32343,0.048485,0.12,2.2119,-12.024,-1.62E-04,0,0,0,0,-2.47E-04,7.62,45.604,1.5708,-2.3562,2,15,1,9.26E-06,-9.26E-06,0,0.1131,0.0023928
0.023565,0.001511,0.21769,16.204,0.21769,16.204,-2.66E-06,-2.66E-06,3.77E-06,-2.3562,4.21E-04,0.024019,0.49934,-1.4067,9.7922,1.4624,0,-0.0028302,-0.0028302,1073.5,83.863,0.085707,2.48E-04,14.132,55.543,-5.4345,0.0059091,129178,27.907,1.67E-05,0.49185,0.0014751,0.32337,0.048485,0.12,2.2103,-12.011,1.23E-04,0,0,0,0,-2.69E-04,7.62,45.604,1.5708,-2.3562,2,15,1,1.02E-05,-1.02E-05,0,0.11097,0.002999
0.024565,0.0017368,0.23389,16.172,0.23389,16.172,-2.97E-06,-2.97E-06,4.20E-06,-2.3562,4.45E-04,0.024116,0.49934,-1.4067,9.7922,1.4544,0,-0.002951,-0.002951,1073.5,83.849,0.085634,2.48E-04,14.136,55.535,-5.4329,0.0059144,129293,27.873,2.06E-05,0.49178,0.0018169,0.32329,0.048485,0.12,2.2085,-11.998,2.55E-04,0,0,0,0,-2.92E-04,7.62,45.604,1.5708,-2.3562,2,15,1,1.13E-05,-1.13E-05,0,0.10918,0.0036945
0.025565,0.0019788,0.25006,16.14,0.25006,16.14,-3.29E-06,-3.29E-06,4.66E-06,-2.3562,4.70E-04,0.024217,0.49934,-1.4067,9.7922,1.4464,0,-0.003072,-0.003072,1073.5,83.834,0.085565,2.48E-04,14.139,55.526,-5.4314,0.00592,129416,27.838,2.50E-05,0.49171,0.0022046,0.32322,0.048485,0.12,2.2065,-11.984,4.06E-04,0,0,0,0,-3.15E-04,7.62,45.604,1.5708,-2.3562,2,15,1,1.23E-05,-1.23E-05,0,0.10766,0.0044837
0.026565,0.0022369,0.2662,16.108,0.2662,16.108,-3.63E-06,-3.63E-06,5.14E-06,-2.3562,4.94E-04,0.024323,0.49934,-1.4067,9.7922,1.4385,0,-0.0031931,-0.0031931,1073.5,83.82,0.085499,2.48E-04,14.143,55.518,-5.4298,0.005926,129547,27.804,3.00E-05,0.49162,0.0026404,0.32314,0.048485,0.12,2.2045,-11.97,2.42E-04,0,0,0,0,-3.40E-04,7.62,45.604,1.5708,-2.3562,2,15,1,1.34E-05,-1.34E-05,0,0.10636,0.0053709
0.027565,0.0025112,0.28231,16.076,0.28231,16.076,-3.99E-06,-3.99E-06,5.65E-06,-2.3562,5.18E-04,0.024434,0.49934,-1.4067,9.7922,1.4306,0,-0.0033144,-0.0033144,1073.5,83.805,0.085436,2.48E-04,14.147,55.51,-5.4283,0.0059324,129686,27.769,3.56E-05,0.49154,0.0031262,0.32305,0.048485,0.12,2.2023,-11.955,3.61E-04,0,0,0,0,-3.66E-04,7.62,45.604,1.5708,-2.3562,2,15,1,1.46E-05,-1.46E-05,0,0.10524,0.00636
0.028565,0.0028015,0.29839,16.045,0.29839,16.045,-4.37E-06,-4.37E-06,6.18E-06,-2.3562,5.43E-04,0.024549,0.49934,-1.4067,9.7922,1.4227,0,-0.003436,-0.003436,1073.5,83.791,0.085376,2.48E-04,14.151,55.503,-5.4268,0.0059391,129833,27.735,4.18E-05,0.49145,0.0036636,0.32296,0.048485,0.12,2.2001,-11.939,-9.38E-05,0,0,0,0,-3.92E-04,7.62,45.604,1.5708,-2.3562,2,15,1,1.58E-05,-1.58E-05,0,0.10428,0.0074546
0.029565,0.0031079,0.31443,16.013,0.31443,16.013,-4.76E-06,-4.76E-06,6.73E-06,-2.3562,5.67E-04,0.024668,0.49934,-1.4067,9.7922,1.4149,0,-0.0035577,-0.0035577,1073.5,83.776,0.08532,2.48E-04,14.155,55.496,-5.4253,0.0059462,129988,27.701,4.87E-05,0.49135,0.0042542,0.32286,0.048485,0.12,2.1977,-11.923,-1.79E-04,0,0,0,0,-4.19E-04,7.62,45.604,1.5707,-2.3562,2,15,1,1.70E-05,-1.70E-05,0,0.10344,0.0086581
0.030565,0.0034304,0.33045,15.981,0.33045,15.981,-5.17E-06,-5.17E-06,7.31E-06,-2.3562,5.92E-04,0.024792,0.49934,-1.4067,9.7922,1.4071,0,-0.0036797,-0.0036797,1073.4,83.762,0.085267,2.48E-04,14.16,55.49,-5.4238,0.0059536,130150,27.666,5.62E-05,0.49125,0.0048995,0.32276,0.048485,0.12,2.1952,-11.906,4.24E-04,0,0,0,0,-4.47E-04,7.62,45.604,1.5707,-2.3562,2,15,1,1.83E-05,-1.83E-05,0,0.10272,0.0099735
0.031565,0.0037688,0.34643,15.949,0.34643,15.949,-5.60E-06,-5.60E-06,7.92E-06,-2.3562,6.17E-04,0.024921,0.49934,-1.4067,9.7922,1.3993,0,-0.0038018,-0.0038018,1073.4,83.747,0.085217,2.48E-04,14.165,55.483,-5.4224,0.0059613,130319,27.632,6.44E-05,0.49115,0.0056008,0.32266,0.048485,0.12,2.1926,-11.888,2.47E-04,0,0,0,0,-4.76E-04,7.62,45.604,1.5707,-2.3562,2,15,1,1.96E-05,-1.96E-05,0,0.1021,0.011403
0.032565,0.0041232,0.36238,15.918,0.36238,15.918,-6.04E-06,-6.04E-06,8.55E-06,-2.3562,6.42E-04,0.025053,0.49934,-1.4067,9.7922,1.3916,0,-0.0039242,-0.0039242,1073.4,83.733,0.085171,2.48E-04,14.17,55.478,-5.421,0.0059694,130497,27.597,7.33E-05,0.49104,0.0063592,0.32255,0.048485,0.12,2.1899,-11.871,3.29E-04,0,0,0,0,-5.06E-04,7.62,45.604,1.5707,-2.3562,2,15,1,2.10E-05,-2.10E-05,0,0.10155,0.012951
0.033565,0.0044936,0.37829,15.886,0.3783,15.886,-6.51E-06,-6.51E-06,9.20E-06,-2.3562,6.67E-04,0.025191,0.49934,-1.4067,9.7922,1.3839,0,-0.0040468,-0.0040468,1073.4,83.718,0.085127,2.48E-04,14.175,55.472,-5.4196,0.0059779,130681,27.563,8.30E-05,0.49093,0.0071758,0.32244,0.048485,0.12,2.1871,-11.852,4.11E-04,0,0,0,0,-5.37E-04,7.62,45.604,1.5707,-2.3562,2,15,1,2.24E-05,-2.24E-05,0,0.10109,0.014617
0.034565,0.0048798,0.39418,15.854,0.39418,15.854,-6.99E-06,-6.99E-06,9.88E-06,-2.3562,6.92E-04,0.025332,0.49934,-1.4067,9.7922,1.3762,0,-0.0041696,-0.0041696,1073.4,83.704,0.085087,2.48E-04,14.181,55.467,-5.4182,0.0059867,130873,27.528,9.34E-05,0.49081,0.0080514,0.32232,0.048485,0.12,2.1842,-11.834,-2.89E-04,0,0,0,0,-5.68E-04,7.62,45.604,1.5707,-2.3562,2,15,1,2.38E-05,-2.38E-05,0,0.10069,0.016404
0.035565,0.0052819,0.41003,15.822,0.41004,15.822,-7.48E-06,-7.48E-06,1.06E-05,-2.3562,7.18E-04,0.025478,0.49934,-1.4067,9.7922,1.3686,0,-0.0042926,-0.0042926,1073.4,83.689,0.08505,2.48E-04,14.186,55.463,-5.4168,0.0059958,131072,27.494,1.05E-04,0.49069,0.0089867,0.3222,0.048485,0.12,2.1812,-11.815,2.37E-04,0,0,0,0,-6.00E-04,7.62,45.604,1.5707,-2.3562,2,15,1,2.53E-05,-2.53E-05,0,0.10035,0.018315
0.036565,0.0056998,0.42586,15.79,0.42586,15.79,-8.00E-06,-8.00E-06,1.13E-05,-2.3562,7.43E-04,0.025628,0.49934,-1.4067,9.7922,1.361,0,-0.0044159,-0.0044159,1073.3,83.675,0.085017,2.48E-04,14.192,55.458,-5.4155,0.0060052,131279,27.459,1.17E-04,0.49056,0.0099824,0.32207,0.048485,0.12,2.1781,-11.795,-1.81E-04,0,0,0,0,-6.33E-04,7.62,45.604,1.5707,-2.3562,2,15,1,2.69E-05,-2.69E-05,0,0.10006,0.020349
0.037565,0.0061336,0.44165,15.759,0.44165,15.759,-8.54E-06,-8.54E-06,1.21E-05,-2.3562,7.69E-04,0.025783,0.49934,-1.4067,9.7922,1.3535,0,-0.0045394,-0.0045394,1073.3,83.66,0.084986,2.48E-04,14.198,55.454,-5.4142,0.006015,131492,27.425,1.29E-04,0.49043,0.011039,0.32194,0.048485,0.12,2.1749,-11.774,2.98E-04,0,0,0,0,-6.67E-04,7.62,45.604,1.5707,-2.3562,2,15,1,2.85E-05,-2.85E-05,0,0.099818,0.022509
0.038565,0.0065831,0.45741,15.727,0.45741,15.727,-9.09E-06,-9.09E-06,1.29E-05,-2.3562,7.95E-04,0.025941,0.49934,-1.4067,9.7922,1.346,0,-0.0046631,-0.0046631,1073.3,83.646,0.084959,2.48E-04,14.205,55.451,-5.4129,0.0060251,131712,27.39,1.43E-04,0.4903,0.012157,0.32181,0.048485,0.12,2.1716,-11.754,-4.18E-04,0,0,0,0,-7.02E-04,7.62,45.604,1.5707,-2.3562,2,15,1,3.01E-05,-3.01E-05,0,0.09962,0.024794
0.039565,0.0070484,0.47313,15.695,0.47313,15.695,-9.66E-06,-9.66E-06,1.37E-05,-2.3562,8.21E-04,0.026104,0.49934,-1.4067,9.7922,1.3385,0,-0.0047871,-0.0047871,1073.3,83.632,0.084935,2.48E-04,14.211,55.448,-5.4116,0.0060355,131940,27.356,1.57E-04,0.49016,0.013336,0.32167,0.048485,0.12,2.1682,-11.732,4.79E-04,0,0,0,0,-7.37E-04,7.62,45.604,1.5707,-2.3562,2,15,1,3.18E-05,-3.18E-05,0,0.099462,0.027207
0.040565,0.0075294,0.48883,15.663,0.48883,15.663,-1.03E-05,-1.03E-05,1.45E-05,-2.3562,8.47E-04,0.026271,0.49934,-1.4067,9.7922,1.3311,0,-0.0049113,-0.0049113,1073.3,83.617,0.084914,2.48E-04,14.218,55.445,-5.4104,0.0060462,132174,27.321,1.72E-04,0.49002,0.014576,0.32153,0.048485,0.12,2.1647,-11.711,-4.64E-04,0,0,0,0,-7.73E-04,7.62,45.604,1.5707,-2.3562,2,15,1,3.35E-05,-3.35E-05,0,0.099339,0.029747
0.041565,0.008026,0.50449,15.631,0.50449,15.631,-1.09E-05,-1.09E-05,1.54E-05,-2.3562,8.73E-04,0.026443,0.49934,-1.4067,9.7922,1.3237,0,-0.0050358,-0.0050358,1073.3,83.603,0.084896,2.48E-04,14.224,55.442,-5.4092,0.0060572,132415,27.287,1.89E-04,0.48987,0.015879,0.32138,0.048485,0.12,2.1612,-11.689,2.94E-04,0,0,0,0,-8.10E-04,7.62,45.604,1.5707,-2.3562,2,15,1,3.52E-05,-3.52E-05,0,0.09925,0.032414
0.042565,0.0085383,0.52012,15.6,0.52012,15.6,-1.15E-05,-1.15E-05,1.62E-05,-2.3562,9.00E-04,0.026618,0.49934,-1.4067,9.7922,1.3164,0,-0.0051605,-0.0051605,1073.3,83.588,0.084881,2.48E-04,14.232,55.44,-5.408,0.0060685,132662,27.252,2.06E-04,0.48972,0.017242,0.32123,0.048485,0.12,2.1575,-11.667,-3.35E-04,0,0,0,0,-8.47E-04,7.62,45.604,1.5707,-2.3562,2,15,1,3.70E-05,-3.70E-05,0,0.099191,0.035208
